id_lokalId;husnummer;jordstykke;byg021BygningensAnvendelse;byg038SamletBygningsareal;byg039BygningensSamledeBoligAreal;byg040BygningensSamledeErhvervsAreal;eta022Kælderareal;byg026Opførelsesår;byg027OmTilbygningsår;byg056Varmeinstallation;byg057Opvarmningsmiddel;byg058SupplerendeVarme;byg404Koordinat;byg406Koordinatsystem;status;adgangsadressebetegnelse;antAdresser
00656d9f-a6b0-49ea-a7dc-c91802025bdc;2edda757-91f6-1605-e044-0003ba298018;1536999;540;54;50;;0;1979;1996;5;1;2;POINT(712715.49 6178035.35);5;6;Jættevej 45, 2740 Skovlunde;1
00699b29-866e-4c41-965b-0ad92c72a1a3;9a8cbd96-a225-41ed-835b-27ee76c2e4f4;1541508;540;49;49;;0;1970;;7;1;;POINT(709450.04 6179455.31);5;6;Tranebær Alle 15, Rønhøjgård, 2750 Ballerup;1
00707334-361b-4f80-ba2e-e4874e32668e;0a3f507b-7766-32b8-e044-0003ba298018;1535351;120;74;124;;0;1985;;2;7;;POINT(712064.19 6183659.49);5;6;Tranemosevej 8B, 2750 Ballerup;1
00793588-4939-41cb-9054-d54caea3a3f8;0a3f507b-6bb0-32b8-e044-0003ba298018;1542237;120;162;162;;0;1960;1970;2;7;;POINT(710616.47 6180521.37);5;6;Hyldetoften 15, 2750 Ballerup;1
007c05c4-8dfb-44fa-8efb-f8fcf9451d7f;5202ae24-2757-4824-8049-4156096b689b;1541710;540;40;40;;0;1972;;3;3;;POINT(710744.77 6178998.59);5;6;Kastanietræet 3, Brøndgården, 2750 Ballerup;1
00806b95-2f17-4c27-a3ec-d511bd1aa119;0a3f507b-6a99-32b8-e044-0003ba298018;1542343;322;3359;;3359;0;1968;;1;;;POINT(710945.85 6179934.76);5;6;Hedeparken 9, 2750 Ballerup;2
0084bf17-096b-4ae1-91e9-4f4cd6fed7dd;0a3f507b-653a-32b8-e044-0003ba298018;1541988;120;88;121;;73;1952;1961;2;7;;POINT(710480.2 6180151.78);5;6;Damtoften 18, 2750 Ballerup;1
00876aef-71b6-46ae-8ec1-6aafcd9e9a33;0a3f507b-6526-32b8-e044-0003ba298018;1536241;449;1554;;1554;0;2019;;2;7;;POINT(712667.5 6184196.21);5;6;Damsagervej 9, 3500 Værløse;0
0088d090-ac66-4a43-9087-e9506efa8864;0a3f507b-80f2-32b8-e044-0003ba298018;1540612;120;157;157;;0;1967;;2;7;;POINT(713896.8 6179152.05);5;6;Hjulbyvej 28, 2740 Skovlunde;1
0090b910-f73e-4f4d-aa2e-3dfab58575a9;0a3f507b-7e92-32b8-e044-0003ba298018;1541167;120;213;165;;0;2014;;2;7;;POINT(714200.05 6180589.59);5;6;Byvolden 12, 2740 Skovlunde;1
009679c5-45ed-4c90-9750-26c1f1056164;0a3f507b-91d8-32b8-e044-0003ba298018;1538469;120;148;148;;0;1971;;2;7;;POINT(709639.46 6183384.51);5;6;Søndervej 18B, 2750 Ballerup;1
009fabdf-66ff-4ef9-9ad2-d1b082c5a637;c0dbc554-6a44-4016-bd52-6fcc30995a5f;1542472;540;26;26;;0;1967;;7;1;;POINT(710241.45 6179291.52);5;6;Kronhjortestien 2, Hestholm, 2750 Ballerup;1
00b5c53e-78ce-4d89-ad2d-e03ce7941a7e;0a3f507b-7e4a-32b8-e044-0003ba298018;1540403;120;129;160;;25;1957;1978;2;7;;POINT(713681.28 6179477.6);5;6;Brobyvej 2B, 2740 Skovlunde;1
00b65284-9be9-4353-8046-b542808688a7;0a3f507b-6fa6-32b8-e044-0003ba298018;1537828;217;135;;135;0;1966;;9;;;POINT(709011.15 6182494.28);5;6;Lindbjergvej 89, 2750 Ballerup;0
00b7038c-d8e0-4659-99f5-bd810156d615;0a3f507b-67e6-32b8-e044-0003ba298018;1534212;120;85;145;;12;1875;;2;7;;POINT(711245.14 6181303.93);5;6;Gl Rådhusvej 22, 2750 Ballerup;1
00b8fa95-c199-4ed7-ad4f-17f5a7fb36f1;40e97b52-1676-4229-b4da-f71a56bae74a;1542484;540;50;50;;0;1952;1975;7;1;;POINT(710121.78 6179946.27);5;6;Primulavænget 46, Tjørnebjerg, 2750 Ballerup;1
00ba093b-2431-49c7-9b65-bfe36483fe22;0a3f507b-6460-32b8-e044-0003ba298018;1542233;120;163;163;;0;1984;;2;7;2;POINT(710625.77 6180030.4);5;6;Bueparken 116, 2750 Ballerup;1
00ba8579-9fde-4bc9-a803-b88671197f1e;29d58755-bd4b-4983-e044-0003ba298018;2672551;130;478;478;;0;2007;;2;7;90;POINT(708321.85 6182592.51);5;6;Bækholmen 28, 2760 Måløv;4
00c13a56-7ec7-4a49-87d3-ccb0cb2d581a;c4350616-840b-4e02-8aaf-08e6d6a8ef63;1538919;540;40;40;;0;1973;;7;1;;POINT(712371.22 6178995.39);5;6;Orøvej 13, Kildegården, 2740 Skovlunde;1
00c5dd2a-86c5-4fa7-a99a-896b9e4bf49c;0a3f507b-6c87-32b8-e044-0003ba298018;1535218;120;88;148;;88;1962;;2;7;;POINT(711865.23 6181068.99);5;6;Industriparken 11, 2750 Ballerup;1
00cd54b0-57b9-45d1-aae0-b77bb4f52f1f;0a3f507b-6eed-32b8-e044-0003ba298018;1534682;120;76;93;;26;1949;;2;7;;POINT(711609.91 6180861.34);5;6;Langekærvej 47, 2750 Ballerup;1
00d27768-4c03-4768-bf8c-e03f5b97aac4;096c8dd1-1012-4263-a530-bc989c89d1a3;1541710;540;8;8;;0;1973;;9;;;POINT(710608.43 6178918.18);5;6;Poppeltræet 14, Brøndgården, 2750 Ballerup;1
00d692c0-e655-47cc-bf85-c2096ea48b82;1b80e06c-cbd3-415f-a297-6b7f8c1e41c1;1541710;540;25;25;;0;1972;;7;1;;POINT(710706.67 6179157.61);5;6;Egetræet 3, Brøndgården, 2750 Ballerup;1
